HUMIDITY,       PH,     RAIN,TEMPARATURE,        N,        P,        K
8,1.51,414,31.36,10,41,35
8,1.53,415,32.34,8,40,35
6,1.51,414,31.36,8,37,35
7,1.51,409,30.38,8,38,7
8,1.49,407,30.87,6,39,8
9,1.53,407,31.36,7,38,35
10,1.51,406,31.36,6,40,36
7,1.52,408,31.36,6,39,35
7,1.51,410,31.85,8,39,7
8,1.53,408,31.36,9,38,35
8,1.52,406,31.36,6,39,8
9,1.52,406,30.87,9,37,35
8,1.55,406,31.36,6,38,35
9,1.53,405,31.36,12,40,35
7,1.51,406,31.36,8,38,34
6,1.5,407,31.36,9,36,35
7,1.53,408,31.36,7,36,8
8,1.53,408,31.36,6,36,34
8,1.53,408,30.87,7,39,36
8,1.52,407,31.36,8,4,36
8,1.52,407,31.36,8,38,35
8,1.52,407,32.34,8,40,7
10,1.52,407,31.36,7,36,35
8,1.5,407,31.36,8,39,7
7,1.53,408,31.36,7,9,9
9,1.54,407,31.36,6,38,36
6,1.47,408,31.85,13,36,35
9,1.52,409,31.36,8,2,7
8,1.52,409,31.36,2,3,36
7,1.52,409,31.36,7,39,33
8,1.52,409,31.36,7,4,36
8,1.52,410,31.36,5,40,35
8,1.52,408,31.36,3,7,7
7,1.5,409,31.36,7,32,35
6,1.55,410,31.36,5,2,35
8,1.53,411,31.85,4,6,32
8,1.48,411,31.85,6,39,35
7,1.52,411,31.36,12,40,7
7,1.54,411,31.36,7,36,35
6,1.55,411,31.36,7,39,36
8,1.52,411,31.85,1,41,35
8,1.54,412,31.85,13,39,35
7,1.59,411,31.85,5,37,7
7,1.52,411,31.36,5,4,35
8,1.52,413,31.36,10,40,34
8,1.53,413,31.36,7,36,35
8,1.52,415,31.36,8,41,35
8,1.54,416,31.36,3,4,7
9,1.52,417,31.36,6,36,36
7,1.59,418,31.36,4,41,7
8,1.55,417,31.85,5,3,34
6,1.53,416,31.36,7,2,35
8,1.53,415,31.36,6,39,35
8,1.54,415,31.36,9,37,35
8,1.52,415,31.36,7,39,36
8,1.52,416,31.85,6,41,35
9,1.54,417,31.85,9,2,35
8,1.56,418,31.36,7,39,35
8,1.55,419,31.85,7,3,35
9,1.54,419,30.87,4,39,33
8,1.55,418,31.85,9,40,34
8,1.53,417,31.36,2,37,35
8,1.55,416,30.87,10,40,36
8,1.56,416,31.36,6,38,36
9,1.54,416,31.36,6,2,35
8,1.54,415,31.36,5,38,34
8,1.56,415,31.85,3,38,36
7,1.56,415,31.36,7,41,7
7,1.52,415,31.36,7,34,35
8,1.55,415,31.36,7,38,8
9,1.53,416,31.36,6,39,7
8,1.57,416,31.85,8,37,35
8,1.56,417,31.36,8,40,8
8,1.55,417,31.85,8,36,34
8,1.56,417,31.85,7,41,35
6,1.56,416,31.85,3,41,12
8,1.56,415,31.36,6,39,36
9,1.54,414,31.85,6,40,35
8,1.58,413,31.85,7,40,35
8,1.57,412,31.36,7,39,7
9,1.55,412,31.36,8,2,35
8,1.55,413,31.36,8,39,35
7,1.55,413,31.36,5,41,7
8,1.54,414,31.85,8,2,36
8,1.55,414,31.85,11,39,35
6,1.55,414,32.34,4,37,35
7,1.53,414,31.36,7,34,36
8,1.54,414,31.36,11,38,7
8,1.55,413,31.36,7,37,36
8,1.55,413,32.34,6,41,35
8,1.56,412,31.36,4,37,35
10,1.56,411,31.36,10,2,35
8,1.56,411,32.34,10,40,35
8,1.56,412,31.36,7,38,35
8,1.54,414,31.36,7,40,7
8,1.55,416,31.36,7,4,7
7,1.56,417,31.36,5,31,35
8,1.61,417,31.36,6,39,35
7,1.53,416,31.85,8,41,7
8,1.55,414,31.36,7,40,35
8,1.57,413,31.36,13,40,34
9,1.55,413,31.85,7,40,33
8,1.58,414,31.36,10,40,35
8,1.56,415,31.36,7,6,36
6,1.54,416,31.36,6,37,36
8,1.58,417,31.36,7,2,34
8,1.57,418,31.36,8,33,34
8,1.56,417,32.83,6,38,36
8,1.56,416,31.85,6,40,36
8,1.56,415,31.85,10,37,35
7,1.57,414,31.36,6,37,7
7,1.54,415,32.34,10,39,35
9,1.56,416,31.36,7,3,36
7,1.63,418,31.85,7,37,34
7,1.59,418,32.83,5,41,36
7,1.54,419,31.36,6,40,34
7,1.6,418,31.36,4,41,35
8,1.53,418,31.36,10,40,7
7,1.56,417,31.85,5,2,35
7,1.57,418,32.34,4,39,36
9,1.56,418,31.85,4,37,36
8,1.55,419,31.36,4,4,36
7,1.56,420,31.36,7,40,35
8,1.56,420,31.36,8,40,35
7,1.57,419,31.85,9,38,34
8,1.57,419,31.36,5,3,36
8,1.56,418,31.36,3,39,35
8,1.56,419,31.36,6,39,36
6,1.57,419,31.85,5,39,35
8,1.61,419,31.85,4,40,34
8,1.56,419,31.36,8,39,34
8,1.56,421,31.36,3,4,35
8,1.53,422,31.36,6,3,8
8,1.57,423,31.36,5,41,36
8,1.53,423,31.36,6,40,7
7,1.58,423,31.36,5,40,8
5,1.56,421,31.85,4,37,36
9,1.48,421,31.85,4,40,7
7,1.56,422,31.85,4,40,36
10,1.56,423,31.85,4,41,35
7,1.58,423,31.36,6,41,35
8,1.6,426,31.85,6,4,35
8,1.57,426,31.36,9,39,36
8,1.59,428,31.36,6,35,35
8,1.56,427,31.85,5,4,33
8,1.61,427,31.36,6,39,36
8,1.56,426,31.36,3,2,35
8,1.58,425,31.36,3,40,7
8,1.56,424,31.85,4,39,36
7,1.57,425,31.36,2,4,35
6,1.56,426,31.36,4,40,36
8,1.58,428,31.36,3,41,34
8,1.56,429,31.36,5,2,31
8,1.6,431,31.36,1,40,35
8,1.59,430,31.36,5,40,7
6,1.56,429,30.38,4,2,36
8,1.55,428,31.85,0,41,35
8,1.58,429,31.36,4,38,7
7,1.57,428,31.85,7,40,35
8,1.6,430,31.85,5,40,35
8,1.56,430,31.85,4,38,35
7,1.61,431,31.36,3,39,36
8,1.6,430,31.36,5,6,36
8,1.59,430,32.83,4,40,36
7,1.56,427,31.36,4,35,35
8,1.57,427,31.85,7,41,36
7,1.55,427,31.36,4,40,35
8,1.56,429,31.85,2,34,7
7,1.58,430,31.36,1,39,34
8,1.53,432,31.36,2,38,35
7,1.55,433,31.36,2,41,36
6,1.56,434,31.36,2,37,36
8,1.6,434,31.36,3,39,7
9,1.58,434,31.85,2,40,36
6,1.6,433,31.85,4,40,36
8,1.59,433,31.85,5,2,36
10,1.57,431,31.36,1,40,36
7,1.6,433,31.36,1,40,36
7,1.59,433,31.36,3,2,36
9,1.57,436,31.85,1,35,7
8,1.61,437,31.36,1,38,36
8,1.6,438,30.87,8,38,35
7,1.6,438,31.36,3,36,7
8,1.6,439,31.36,2,40,35
7,1.6,438,31.85,1,36,35
8,1.6,437,31.36,6,41,36
8,1.57,436,31.85,1,4,35
9,1.6,436,31.36,5,35,35
6,1.58,436,31.36,4,39,36
8,1.6,436,31.36,2,41,35
9,1.58,436,31.36,1,38,36
8,1.63,437,31.85,6,41,35
8,1.59,438,31.36,4,35,36
8,1.59,439,31.36,3,39,35
7,1.59,440,31.36,4,37,36
8,1.62,443,31.36,3,41,7
8,1.6,442,31.85,2,38,35
8,1.58,443,31.36,2,39,35
8,1.58,441,31.36,6,40,35
7,1.6,439,31.36,2,37,34
6,1.58,438,30.87,1,2,34
7,1.58,437,31.36,2,9,34
7,1.57,438,31.36,4,4,35
8,1.58,439,31.36,1,41,35
8,1.58,440,31.85,8,40,8
8,1.56,441,31.36,4,40,33
8,1.55,442,31.36,0,38,35
8,1.57,444,32.34,5,35,36
9,1.56,444,32.34,4,40,35
8,1.58,444,31.36,5,9,34
7,1.56,445,31.85,19,37,34
8,1.6,446,31.36,2,39,35
7,1.57,447,31.85,3,41,36
8,1.58,450,31.85,3,40,35
9,1.61,448,31.85,2,37,36
8,1.56,446,30.87,1,41,36
9,1.57,445,31.85,0,40,36
8,1.58,443,31.36,2,6,7
7,1.59,440,31.36,2,40,34
8,1.6,438,32.34,3,39,35
7,1.61,436,31.85,0,41,35
8,1.57,435,31.36,1,40,36
7,1.59,434,32.34,6,34,35
8,1.58,436,32.34,4,39,34
7,1.58,436,31.36,3,40,33
7,1.61,435,32.34,1,39,34
8,1.6,436,30.87,3,34,35
9,1.56,424,31.36,1,39,36
8,1.57,418,31.36,14,40,36
8,1.57,415,31.36,0,2,36
8,1.62,414,31.85,4,39,36
8,1.59,415,30.87,4,37,35
6,1.6,417,31.36,8,4,36
8,1.57,416,31.85,2,2,36
8,1.58,405,31.36,1,36,32
8,1.58,399,31.36,2,41,35
7,1.6,399,31.36,3,41,35
8,1.59,402,31.36,2,37,36
7,1.59,405,31.36,0,39,36
8,1.58,404,31.85,4,38,7
7,1.6,400,31.36,3,37,35
9,1.62,399,32.34,18,40,35
7,1.6,400,31.36,2,41,35
9,1.59,398,31.36,4,40,31
7,1.62,400,31.36,19,41,9
9,1.59,406,31.36,2,39,36
6,1.6,413,31.36,4,40,35
8,1.6,420,31.85,5,41,35
9,1.6,423,31.85,2,39,35
9,1.58,427,31.36,5,30,34
8,1.61,430,31.36,0,40,35
6,1.6,430,31.85,3,36,36
8,1.56,431,31.36,2,40,34
7,1.6,431,31.36,4,6,7
9,1.61,433,31.36,4,2,33
7,1.65,436,32.34,2,37,36
10,1.6,437,31.85,0,9,36
8,1.62,441,31.36,1,36,35
8,1.6,444,31.85,3,38,7
8,1.59,447,31.36,4,41,35
9,1.63,445,31.85,2,39,35
8,1.6,444,31.36,6,38,36
7,1.59,445,31.36,4,2,35
8,1.59,446,32.34,5,39,35
8,1.61,450,31.36,4,38,36
8,1.6,455,31.36,1,2,34
8,1.61,461,31.36,11,39,33
8,1.63,463,32.83,2,38,36
8,1.63,466,31.36,0,40,35
8,1.59,469,31.36,5,2,7
8,1.63,471,31.36,0,36,36
8,1.61,472,30.87,0,39,7
7,1.61,469,31.36,16,38,35
9,1.6,465,31.85,16,37,36
8,1.63,466,30.87,16,39,35
6,1.6,469,31.85,14,2,35
7,1.65,475,31.36,16,40,35
8,1.6,479,32.34,13,38,35
8,1.6,483,31.36,16,40,35
8,1.63,485,31.36,14,6,34
8,1.62,483,31.36,11,2,32
6,1.63,484,31.36,17,41,36
7,1.6,483,31.85,17,3,36
8,1.61,482,31.36,14,37,36
8,1.6,481,31.36,13,38,35
8,1.61,483,32.34,16,4,34
7,1.58,489,31.36,15,2,8
7,1.67,491,31.36,0,40,35
10,1.62,493,31.36,14,2,7
7,1.63,494,32.34,16,39,7
8,1.61,497,31.36,14,41,32
9,1.65,499,31.36,12,28,32
8,1.66,497,30.87,8,40,35
8,1.63,495,30.87,16,33,36
8,1.62,493,31.36,19,41,36
8,1.58,493,31.36,13,40,35
8,1.62,493,31.36,16,38,11
9,1.62,495,31.36,18,2,35
7,1.62,500,31.36,15,34,34
8,1.61,502,31.36,11,39,35
8,1.66,501,31.36,17,41,35
8,1.6,498,31.85,18,39,35
6,1.63,496,31.36,0,41,35
8,1.65,498,31.36,18,3,32
8,1.63,500,31.36,11,39,35
4,1.63,504,31.36,19,40,34
7,1.63,506,31.36,16,39,35
8,1.63,508,31.85,16,2,35
9,1.63,508,31.85,13,40,35
8,1.63,506,31.36,10,39,36
7,1.59,502,31.36,12,37,36
8,1.59,498,31.85,13,40,36
7,1.63,497,31.36,15,40,35
8,1.63,497,31.36,10,3,7
8,1.61,501,31.36,11,41,34
7,1.6,506,31.36,11,3,36
8,1.63,507,31.36,9,33,34
8,1.63,508,31.36,10,41,35
5,1.63,511,31.36,7,40,7
8,1.65,510,32.34,7,39,35
8,1.65,503,31.36,18,35,34
8,1.6,500,31.85,11,38,35
8,1.6,501,31.36,11,39,35
9,1.61,502,31.36,11,39,36
8,1.64,508,31.36,18,39,35
8,1.63,515,31.85,13,38,35
8,1.63,521,32.34,9,39,35
7,1.6,521,31.36,11,41,35
7,1.62,511,31.36,8,39,34
9,1.64,507,31.36,12,37,35
8,1.6,509,31.36,7,35,34
9,1.61,510,31.85,12,40,35
7,1.62,510,31.36,8,37,33
9,1.63,513,31.36,7,3,33
8,1.6,517,31.85,9,40,36
8,1.6,518,32.34,5,3,8
6,1.62,520,31.36,10,39,35
10,1.62,520,31.85,7,38,34
7,1.61,519,31.36,4,40,33
7,1.63,520,31.36,3,37,35
8,1.61,519,31.36,6,5,35
8,1.61,518,31.85,7,37,35
8,1.58,517,31.36,6,39,33
7,1.57,516,31.85,2,34,36
8,1.63,516,30.87,3,41,36
8,1.59,518,31.85,0,35,7
8,1.63,520,30.38,1,40,35
5,1.6,520,31.36,0,38,7
9,1.59,519,30.38,0,2,34
8,1.63,520,31.36,0,41,35
7,1.64,521,31.36,0,37,35
8,1.62,522,31.85,4,37,35
7,1.61,521,31.85,0,40,34
7,1.61,521,31.36,0,38,35
9,1.61,522,31.36,0,40,36
7,1.63,522,31.85,0,28,32
8,1.63,521,31.85,0,36,35
8,1.62,522,31.36,0,5,33
8,1.61,526,31.85,0,2,36
8,1.61,526,31.36,0,39,36
7,1.61,524,31.36,0,41,34
9,1.6,522,31.36,0,40,35
8,1.6,523,31.36,0,38,35
9,1.62,524,31.36,0,40,36
7,1.63,522,31.85,0,40,7
8,1.63,523,31.36,0,2,35
8,1.62,525,31.36,0,41,35
8,1.56,527,31.36,0,39,36
8,1.62,528,31.85,1,36,35
8,1.66,528,31.36,0,40,7
8,1.6,530,31.36,0,2,34
9,1.63,531,31.36,0,34,35
9,1.66,530,31.36,0,39,36
8,1.61,525,31.36,0,38,35
7,1.67,525,31.85,0,38,36
8,1.61,527,31.36,0,4,35
8,1.63,529,31.36,0,41,34
9,1.59,530,30.38,0,39,35
7,1.61,530,32.34,0,35,35
6,1.62,529,31.36,0,4,35
8,1.6,528,31.36,0,38,34
8,1.62,528,31.36,0,40,35
5,1.66,531,31.36,0,37,34
8,1.6,532,31.36,0,34,36
7,1.6,533,31.36,1,39,36
9,1.59,532,31.36,0,3,34
8,1.62,530,31.36,0,4,36
8,1.62,528,31.36,0,40,35
7,1.58,528,31.36,0,3,36
8,1.61,529,32.34,0,37,31
7,1.6,531,31.85,0,40,36
6,1.56,531,31.36,0,39,35
7,1.6,530,30.87,0,40,35
8,1.63,530,30.38,0,35,34
8,1.62,531,31.85,0,38,32
8,1.61,530,31.85,0,2,36
9,1.6,529,31.36,0,38,36
8,1.63,528,31.85,0,2,35
6,1.56,528,31.36,0,39,34
8,1.62,528,31.36,0,3,35
8,1.61,527,31.85,0,39,35
8,1.57,528,31.36,0,4,35
7,1.57,529,31.36,0,40,35
9,1.6,530,31.85,0,38,34
7,1.63,530,31.85,0,5,35
8,1.61,529,31.36,0,2,36
7,1.51,529,31.36,0,39,34
8,1.6,528,31.36,0,2,35
8,1.61,528,31.36,0,40,34
7,1.61,528,31.36,0,36,36
8,1.61,527,31.36,0,39,35
8,1.61,526,31.36,0,40,35
7,1.57,525,31.36,0,6,36
8,1.6,526,31.36,0,39,36
8,1.61,528,31.36,0,34,36
8,1.59,528,31.36,0,41,33
7,1.58,528,31.36,0,37,36
8,1.55,525,31.36,0,8,35
8,1.57,525,31.36,0,3,36
6,1.58,525,30.87,0,40,36
8,1.58,526,31.85,0,40,33
8,1.6,525,31.36,0,39,34
9,1.64,525,31.36,0,38,36
8,1.6,525,31.36,0,40,35
7,1.56,524,31.85,0,40,36
9,1.57,524,31.36,0,36,34
8,1.58,524,31.85,0,39,36
8,1.6,526,32.34,0,38,35
7,1.6,526,31.85,0,37,35
9,1.6,525,32.34,0,39,33
8,1.6,525,32.34,0,5,7
8,1.59,524,31.36,0,38,36
9,1.6,525,31.36,0,39,35
10,1.58,525,30.38,0,38,35
7,1.58,526,31.36,0,36,34
8,1.59,526,31.36,0,39,34
8,1.61,526,31.36,0,3,35
8,1.59,526,32.34,0,38,33
11,1.62,526,31.36,0,3,7
7,1.6,527,31.36,0,39,35
8,1.6,525,31.36,0,39,36
8,1.6,524,31.36,0,39,36
8,1.57,527,31.36,0,38,35
7,1.6,525,31.36,0,39,36
8,1.62,526,31.36,0,39,8
7,1.6,525,31.85,0,2,9
5,1.54,527,31.85,0,40,35
9,1.6,527,31.36,0,3,36
8,1.58,526,31.36,0,38,35
9,1.6,525,31.36,0,39,36
8,1.57,525,31.36,0,37,33
8,1.55,525,31.36,0,39,36
7,1.59,525,31.36,0,39,30
9,1.56,524,31.36,0,40,36
10,1.55,527,31.36,0,39,7
9,1.56,526,32.34,0,2,36
7,1.58,527,30.38,0,39,36
7,1.59,526,31.36,0,36,8
8,1.57,525,31.36,0,34,36
7,1.56,524,31.85,0,38,36
8,1.62,524,32.34,0,3,29
6,1.58,524,31.36,0,2,35
7,1.59,525,31.36,0,39,36
7,1.56,525,31.36,0,2,36
8,1.56,525,31.36,0,41,36
9,1.56,525,31.36,0,41,7
7,1.53,526,32.34,0,38,36
9,1.55,525,31.36,0,41,36
7,1.57,525,31.36,0,3,35
7,1.55,524,31.36,0,3,35
7,1.56,525,31.85,0,2,34
11,1.6,525,31.85,0,5,36
8,1.58,525,31.85,0,2,35
8,1.57,524,31.36,0,38,36
10,1.56,525,31.36,0,39,35
8,1.56,525,31.36,0,40,34
9,1.59,525,31.36,0,33,35
9,1.55,524,31.36,0,38,32
7,1.56,526,31.36,0,40,36
7,1.55,525,31.85,0,36,8
8,1.56,525,31.36,0,40,36
8,1.56,524,31.36,0,38,36
7,1.56,525,31.36,0,39,35
8,1.55,525,31.36,0,41,36
8,1.56,525,31.85,0,36,8
7,1.54,524,32.34,0,39,34
7,1.56,523,30.38,0,39,35
9,1.56,524,31.36,0,40,36
7,1.54,523,31.36,0,37,35
8,1.51,522,31.36,0,39,33
6,1.54,524,31.36,0,4,35
8,1.53,524,31.36,0,39,35
7,1.52,526,31.36,0,40,8
7,1.52,524,31.85,0,34,34
8,1.5,526,31.36,0,39,33
7,1.52,525,31.85,0,41,33
8,1.53,524,30.87,1,6,35
7,1.54,523,31.36,0,40,7
10,1.55,524,31.85,1,35,35
8,1.52,525,31.36,0,37,35
8,1.53,525,31.36,1,38,35
9,1.52,525,31.36,0,41,36
8,1.53,527,31.85,0,39,34
8,1.52,526,31.36,1,39,35
8,1.53,524,30.87,0,39,36
8,1.51,524,31.36,3,3,34
8,1.53,524,31.85,0,40,34
7,1.53,525,31.85,0,40,7
8,1.53,525,32.83,0,33,36
9,1.54,526,31.36,0,40,36
8,1.52,526,31.36,0,41,36
8,1.52,527,31.36,0,41,35
8,1.52,526,31.36,1,39,36
8,1.53,525,31.85,0,40,35
8,1.54,526,31.36,0,38,34
8,1.54,526,31.36,2,3,35
8,1.49,526,31.36,0,35,36
8,1.52,498,31.36,0,39,34
8,1.49,522,31.85,0,38,35
9,1.49,521,31.36,0,40,36
7,1.57,488,31.36,0,41,35
7,1.51,493,31.36,1,6,8
4,1.52,487,31.36,0,41,7
8,1.53,477,30.87,0,7,7
8,1.51,470,31.36,0,2,34
9,1.56,457,31.36,7,41,36
8,1.54,449,32.34,0,41,7
7,1.55,444,32.34,1,39,35
7,1.53,436,31.36,0,39,35
8,1.53,434,31.36,0,41,36
7,1.53,432,32.34,0,40,33
7,1.52,429,31.85,0,2,36
7,1.53,427,31.36,0,2,7
7,1.52,425,31.36,0,40,34
8,1.54,423,31.36,0,36,35
7,1.52,423,31.85,0,39,35
6,1.52,422,31.36,0,3,34
7,1.52,421,31.85,1,38,35
8,1.52,419,32.34,0,40,35
8,1.52,418,31.85,5,38,34
7,1.51,417,31.36,3,39,36
5,1.52,417,30.87,2,35,34
7,1.51,416,31.36,0,37,35
6,1.51,416,31.36,0,2,35
8,1.51,415,31.36,2,41,36
9,1.5,413,30.87,0,2,36
9,1.5,413,31.36,0,7,35
8,1.51,412,31.85,0,2,36
9,1.48,411,31.36,0,39,35
8,1.51,410,31.36,0,36,36
7,1.52,411,31.36,0,39,7
7,1.55,410,31.36,0,38,35
7,1.51,410,30.87,0,41,35
8,1.52,410,30.87,0,39,34
6,1.5,410,31.36,0,40,32
7,1.52,409,31.36,0,41,35
6,1.51,410,32.34,0,2,36
8,1.52,410,31.36,0,3,35
8,1.5,410,31.36,0,38,35
7,1.52,409,31.36,0,37,34
8,1.52,408,30.38,0,31,35
7,1.45,409,31.85,0,39,36
9,1.49,408,31.85,0,40,35
8,1.5,408,30.38,0,38,35
7,1.52,408,31.36,0,4,34
9,1.52,407,31.36,0,37,36
8,1.51,406,31.36,0,39,7
8,1.49,406,31.36,1,35,35
8,1.49,406,31.36,0,39,35
8,1.5,405,31.85,0,39,33
7,1.5,406,31.36,1,38,36
8,1.49,405,31.36,0,36,35
7,1.49,405,31.36,0,37,36
7,1.49,405,31.36,0,38,35
8,1.48,407,30.87,0,37,35
6,1.49,404,31.85,0,38,35
7,1.49,404,31.36,0,41,32
7,1.48,404,31.85,0,38,36
7,1.49,403,31.36,0,41,36
8,1.49,404,31.36,1,2,36
8,1.49,403,31.36,0,39,36
8,1.49,403,31.36,0,3,7
8,1.46,403,31.36,0,41,35
8,1.49,403,31.85,0,39,31
7,1.45,402,31.36,0,39,35
8,1.47,403,31.85,0,37,36
9,1.47,402,32.83,0,35,33
8,1.48,402,31.36,0,40,35
7,1.46,402,31.36,0,41,36
7,1.47,402,32.34,0,35,35
8,1.45,401,31.85,0,38,31
9,1.46,402,31.36,0,36,36
8,1.43,402,31.85,0,39,36
8,1.45,401,32.34,0,40,36
7,1.47,401,31.36,0,6,36
6,1.45,401,31.36,0,39,36
8,1.44,400,31.36,0,39,36
8,1.45,400,31.36,0,37,36
7,1.44,401,31.85,0,37,35
8,1.46,400,31.36,0,7,35
8,1.45,401,31.36,0,37,34
7,1.45,400,31.36,0,35,36
6,1.43,400,31.85,0,35,32
7,1.45,400,31.85,0,40,7
8,1.41,400,30.38,0,34,35
6,1.42,399,31.36,0,40,36
7,1.39,399,31.36,0,36,36
6,1.42,399,31.36,0,38,35
7,1.42,399,31.85,0,2,8
8,1.41,399,31.36,0,36,35
5,1.42,399,31.85,0,40,35
8,1.42,399,31.36,0,32,7
7,1.42,399,31.36,0,37,35
8,1.42,399,31.36,0,37,36
8,1.38,399,31.36,0,38,35
8,1.38,400,31.36,0,40,36
8,1.4,399,31.36,0,41,36
8,1.41,399,31.36,1,39,36
5,1.38,399,31.36,5,40,35
7,1.39,399,31.36,0,37,35
7,1.36,398,30.87,1,39,34
8,1.39,398,31.36,0,35,36
6,1.39,399,31.36,0,36,35
8,1.38,399,31.36,0,38,36
7,1.38,398,31.36,3,39,34
7,1.36,398,31.36,0,39,35
6,1.38,398,32.34,0,36,36
8,1.38,398,31.36,0,38,35
9,1.35,398,31.36,0,2,35
8,1.36,398,31.85,0,39,35
7,1.38,399,31.36,4,39,34
9,1.36,398,30.38,0,38,36
8,1.36,398,31.36,0,40,36
6,1.35,398,31.36,0,39,35
9,1.36,398,31.36,0,4,35
8,1.39,397,31.36,0,38,36
8,1.35,398,31.85,0,34,34
8,1.35,398,31.36,0,39,35
6,1.31,398,31.36,0,34,35
5,1.32,398,31.36,0,40,7
8,1.31,398,31.85,0,37,35
9,1.33,398,31.36,0,35,35
8,1.3,398,31.36,1,41,36
8,1.38,398,31.36,0,5,35
7,1.31,398,31.36,0,38,7
8,1.3,398,31.36,0,2,36
8,1.28,398,31.36,0,3,35
8,1.27,398,31.85,0,38,35
7,1.27,398,31.36,0,38,36
7,1.28,398,31.85,2,36,36
8,1.26,398,31.85,0,39,35
8,1.25,397,31.85,0,3,36
8,1.27,398,31.36,0,38,35
7,1.24,397,31.36,0,38,35
8,1.23,398,31.36,0,40,34
6,1.22,398,31.36,0,39,35
9,1.2,398,31.36,0,37,36
6,1.19,397,31.36,0,37,35
8,1.17,397,31.85,3,39,35
8,1.2,397,31.36,0,39,36
6,1.18,398,31.36,2,39,36
8,1.14,398,31.36,3,2,35
7,1.13,397,31.36,0,39,35
8,1.15,397,32.34,0,38,36
7,1.15,397,30.87,4,39,36
9,1.15,397,31.36,3,39,35
8,1.1,397,31.85,4,39,36
8,1.05,397,32.83,4,39,35
7,1.09,397,31.85,3,3,7
7,1.1,398,31.36,5,39,33
7,1.08,397,31.36,6,41,35
8,1.08,398,31.36,3,36,33
6,1.07,397,31.36,0,39,36
7,1.05,397,31.36,5,40,34
9,1.06,397,31.85,3,6,36
8,0.99,397,32.34,0,37,35
9,1.05,397,31.36,4,39,34
8,1.04,398,31.36,6,2,35
7,1.05,397,31.36,2,40,7
6,1.02,398,31.36,3,37,36
7,1.01,397,31.36,5,38,35
6,0.96,397,31.36,3,39,36
7,1,397,31.36,2,36,35
7,0.99,397,31.36,5,36,36
7,1,398,31.36,5,38,34
7,0.98,397,32.34,1,39,35
7,0.99,397,32.34,6,39,36
8,0.98,397,31.36,4,37,35
8,0.97,397,31.36,4,2,35
8,0.95,397,31.36,4,35,35
6,0.96,396,32.83,3,40,8
8,0.95,397,31.36,0,4,8
10,0.96,396,31.85,0,40,35
7,0.96,396,30.87,0,38,35
8,0.97,396,31.36,1,41,36
7,0.93,397,31.36,9,39,36
8,0.92,396,31.36,2,37,35
7,0.91,396,31.36,2,38,35
9,0.93,397,31.36,6,36,8
8,0.92,397,31.85,4,36,33
8,0.92,397,31.85,3,37,36
7,0.91,397,31.85,6,38,8
8,0.91,397,31.36,7,40,35
8,0.91,397,31.36,6,38,35
7,0.9,397,31.36,5,41,34
8,0.88,397,31.36,6,36,35
7,0.89,397,31.36,7,39,34
8,0.86,398,31.36,4,40,35
8,0.87,397,31.36,7,3,7
8,0.9,397,31.36,5,38,7
8,0.9,397,31.36,4,40,36
8,0.88,397,31.36,7,32,35
7,0.87,397,32.34,3,38,35
7,0.84,397,31.36,5,2,36
8,0.87,397,31.36,5,39,33
8,0.84,397,31.85,4,40,35
7,0.88,397,31.36,2,40,36
8,0.88,397,31.36,8,40,34
8,0.87,398,31.36,0,35,34
8,0.84,397,31.36,3,2,35
8,0.87,397,31.85,5,40,35
6,0.87,397,31.85,1,36,35
9,0.86,397,31.36,1,40,35
8,0.89,396,31.36,0,40,34
6,0.88,396,31.36,0,39,35
7,0.84,397,31.36,1,41,35
6,0.84,397,30.38,4,40,7
6,0.83,397,31.36,0,40,35
7,0.83,397,31.36,0,38,7
9,0.84,397,31.85,0,41,35
7,0.81,397,31.85,0,33,36
8,0.81,398,31.36,0,37,7
6,0.81,397,31.36,0,36,35
8,0.79,398,31.36,0,39,7
8,0.77,397,31.36,0,39,7
8,0.79,397,31.36,0,38,35
8,0.8,398,31.36,0,40,7
6,0.76,397,31.36,0,39,35
10,0.79,397,31.36,0,34,35
7,0.75,397,31.36,0,38,35
8,0.77,397,31.36,0,8,35
9,0.78,397,32.34,0,37,36
8,0.78,397,31.36,0,39,35
6,0.75,398,31.85,0,40,35
9,0.74,398,31.36,0,41,36
8,0.74,398,31.36,0,4,35
9,0.7,398,31.36,0,40,35
7,0.7,398,31.36,0,40,35
8,0.68,398,31.36,0,5,34
8,0.7,398,31.36,0,40,36
7,0.66,397,31.36,0,39,35
7,0.63,397,31.36,0,40,33
8,0.64,397,31.36,0,38,35
8,0.62,397,31.36,0,36,36
7,0.63,397,31.36,0,38,36
7,0.63,398,31.85,0,41,35
8,0.63,397,30.87,0,2,35
8,0.59,399,31.36,0,40,35
8,0.56,398,31.36,0,39,35
8,0.56,398,30.87,0,40,35
8,0.56,398,31.36,0,39,36
6,0.52,398,31.36,0,37,34
8,0.51,398,31.36,0,41,36
8,0.5,399,31.36,0,41,7
8,0.51,398,32.34,0,37,7
7,0.46,398,31.36,0,4,7
7,0.48,398,31.36,0,40,34
9,0.48,399,31.36,0,38,35
9,0.44,398,31.36,0,40,7
6,0.42,398,31.36,0,40,36
7,0.42,398,31.85,0,9,36
8,0.46,398,31.85,1,39,36
9,0.34,398,31.85,0,3,34
7,0.34,399,31.36,0,38,9
8,0.3,398,30.87,0,39,35
8,0.33,399,31.36,0,39,35
