HUMIDITY,       PH,     RAIN,TEMPARATURE,        N,        P,        K
7,1.63,133,31.85,17,2,30
7,1.64,136,31.36,4,5,31
9,1.63,131,31.36,2,2,30
5,1.63,129,31.36,5,11,30
6,1.63,125,31.85,5,6,32
5,1.63,122,31.36,6,3,30
7,1.63,116,31.36,4,5,30
6,1.65,105,31.36,4,4,29
7,1.6,101,31.36,0,7,30
7,1.63,99,31.85,3,5,33
6,1.63,101,31.85,6,4,31
6,1.61,102,31.36,6,2,31
7,1.64,97,31.36,2,41,30
7,1.61,97,30.87,5,5,32
6,1.64,100,31.36,4,41,31
5,1.63,105,31.36,7,39,30
6,1.64,108,31.36,7,6,29
8,1.67,108,31.85,6,5,30
8,1.65,116,31.36,5,4,30
7,1.65,121,31.85,10,5,30
6,1.64,124,31.36,6,3,31
6,1.63,126,31.36,5,8,31
6,1.62,127,31.36,7,5,30
5,1.63,128,31.36,2,8,30
6,1.65,130,31.85,10,5,30
6,1.65,131,31.36,8,4,32
6,1.63,132,31.36,6,6,31
7,1.64,133,31.36,10,6,32
7,1.64,135,31.36,8,4,32
8,1.64,135,31.85,6,10,31
7,1.62,136,31.36,8,4,26
6,1.63,138,31.36,6,5,31
7,1.62,140,30.87,9,4,27
6,1.65,141,31.36,6,2,28
6,1.64,142,31.36,7,5,30
6,1.65,142,31.36,11,5,30
7,1.67,144,31.85,16,41,30
5,1.64,144,31.36,7,5,29
5,1.63,146,31.85,7,4,30
6,1.64,146,31.85,10,38,30
7,1.62,147,31.36,8,5,31
7,1.68,148,31.36,11,3,30
8,1.66,148,31.36,7,4,31
7,1.65,149,31.36,9,5,31
6,1.67,150,31.85,13,4,29
6,1.64,151,31.36,11,6,29
7,1.65,151,31.36,9,5,31
6,1.63,152,31.85,7,7,28
6,1.67,153,31.36,7,4,31
7,1.63,154,31.85,8,2,32
7,1.64,154,31.36,10,5,31
6,1.63,132,32.34,8,3,31
6,1.66,121,31.36,9,10,29
6,1.61,115,31.85,10,5,31
7,1.66,110,31.36,9,5,30
8,1.63,104,30.38,8,3,30
6,1.65,95,31.85,1,6,32
7,1.61,93,31.36,3,7,31
7,1.65,89,31.36,8,40,30
6,1.62,90,31.36,5,4,29
6,1.63,91,31.85,10,4,31
7,1.62,95,31.36,8,7,31
7,1.63,99,30.38,8,5,30
6,1.61,101,31.36,17,2,30
6,1.62,102,31.85,8,40,30
4,1.68,102,30.87,7,4,30
4,1.64,105,30.87,2,7,29
7,1.63,105,31.36,7,4,30
5,1.63,106,31.36,6,6,29
6,1.63,107,31.36,12,12,30
6,1.65,108,31.36,6,40,30
8,1.63,109,31.36,6,6,33
6,1.63,110,32.34,8,3,30
6,1.63,110,31.36,7,3,29
6,1.61,110,31.36,4,6,31
7,1.6,112,31.36,8,5,30
8,1.63,111,31.36,4,5,31
7,1.61,112,31.85,4,7,30
6,1.61,113,31.85,8,6,31
5,1.62,113,31.36,0,11,31
7,1.6,114,30.38,0,5,28
9,1.62,114,31.85,2,41,31
8,1.6,114,31.36,18,4,30
6,1.6,114,31.36,2,7,32
7,1.6,115,30.38,15,11,30
6,1.6,115,30.87,15,5,30
7,1.63,116,31.36,14,3,31
7,1.61,116,32.34,11,14,29
6,1.63,116,31.36,6,7,29
5,1.6,116,31.36,0,2,31
7,1.63,116,31.36,5,4,34
7,1.63,117,31.36,8,5,30
8,1.59,117,31.36,7,9,33
7,1.63,117,31.36,7,5,29
7,1.64,117,31.36,7,7,30
5,1.64,117,31.36,8,6,30
7,1.62,118,31.85,6,10,30
6,1.63,118,31.36,7,6,31
6,1.63,118,32.34,8,3,30
6,1.61,119,31.36,14,4,29
4,1.64,118,31.85,10,8,31
6,1.62,119,31.36,14,7,31
7,1.6,119,30.87,15,40,29
7,1.62,119,32.34,12,6,32
7,1.63,119,31.85,13,6,31
9,1.61,119,31.85,19,3,31
6,1.63,119,31.36,16,14,30
7,1.63,120,31.36,17,7,31
6,1.64,120,31.36,14,8,30
6,1.62,120,31.36,16,6,33
6,1.61,120,30.87,13,7,31
5,1.63,120,31.36,19,13,32
7,1.63,121,31.36,15,5,32
6,1.64,121,30.87,18,6,30
7,1.63,121,31.36,18,5,32
8,1.63,121,31.36,16,2,32
7,1.61,122,31.36,18,6,30
6,1.62,122,31.85,19,10,31
7,1.65,122,31.36,19,4,30
6,1.66,122,31.36,19,8,31
6,1.62,123,31.36,12,6,30
7,1.64,123,31.36,18,8,30
7,1.63,122,31.36,16,9,30
6,1.62,123,31.36,17,41,31
6,1.61,123,31.36,16,4,28
7,1.61,123,31.36,17,7,31
6,1.61,123,31.36,15,41,28
5,1.61,125,31.36,12,9,30
7,1.62,124,31.36,15,7,32
6,1.6,125,31.36,9,4,30
6,1.62,125,31.36,5,6,30
7,1.6,125,31.85,3,8,31
7,1.6,126,31.36,9,5,30
6,1.62,126,31.36,11,6,29
6,1.6,125,31.36,9,8,30
5,1.59,126,32.34,8,8,30
6,1.6,126,31.36,10,5,31
6,1.6,126,31.36,11,8,30
6,1.59,126,31.36,12,9,29
7,1.59,127,31.36,8,41,30
6,1.6,126,31.85,10,8,32
6,1.59,126,31.36,12,4,30
9,1.61,126,31.36,11,4,29
9,1.56,127,31.36,14,7,30
6,1.58,127,31.85,13,9,31
7,1.54,127,31.36,13,4,31
8,1.56,128,31.36,13,6,31
7,1.52,128,31.36,13,8,32
4,1.57,128,31.36,15,12,32
6,1.55,128,31.36,12,9,30
4,1.47,128,31.85,13,8,31
5,1.53,128,32.34,12,11,32
6,1.52,128,31.36,12,9,32
5,1.52,128,31.36,12,8,30
6,1.49,128,31.85,15,3,31
7,1.48,129,31.36,12,9,29
9,1.49,128,31.36,15,8,31
6,1.47,129,31.36,12,7,32
7,1.42,129,30.38,10,6,30
6,1.47,129,31.36,10,8,31
6,1.42,129,31.85,12,6,31
8,1.41,129,31.36,10,13,30
6,1.41,129,31.36,8,8,30
6,1.38,129,31.36,12,11,31
6,1.38,130,31.36,10,8,29
6,1.34,130,31.85,12,7,31
6,1.33,130,30.87,8,12,28
3,1.3,130,31.36,9,8,33
6,1.27,130,31.36,8,9,28
5,1.26,130,31.36,10,12,32
6,1.25,130,31.36,8,10,30
6,1.2,130,31.36,15,8,30
4,1.2,130,31.36,8,2,27
6,1.16,131,31.36,10,9,31
7,1.17,130,31.36,8,10,30
6,1.16,131,31.36,11,2,31
5,1.1,131,31.36,10,10,33
6,1.08,131,32.34,12,12,30
7,1.06,131,31.36,13,7,30
8,1,132,31.36,6,7,31
6,1,131,31.36,13,12,30
7,0.99,131,31.85,12,7,27
5,0.91,133,31.36,13,7,29
7,0.9,132,31.36,13,7,29
8,0.88,132,31.36,17,5,30
10,0.83,132,31.85,13,9,31
7,0.82,132,31.36,10,15,30
6,0.79,132,31.36,13,9,30
3,0.77,133,31.85,14,8,32
6,0.74,132,31.85,15,6,31
7,0.69,133,31.85,12,9,31
5,0.68,133,31.85,18,7,31
7,0.67,133,31.36,16,10,31
6,0.63,133,31.36,16,9,30
8,0.66,134,31.85,18,7,30
6,0.63,133,32.34,15,12,32
6,0.63,133,31.36,0,8,29
6,0.63,133,31.36,14,6,30
6,0.63,134,31.36,15,10,32
6,0.63,133,31.36,13,8,30
6,0.6,134,31.36,15,7,32
9,0.59,134,31.36,1,6,32
6,0.58,134,31.85,14,8,30
7,0.56,134,31.36,18,8,29
4,0.52,134,31.36,1,12,31
6,0.5,133,31.36,15,11,31
7,0.5,135,31.36,16,9,32
8,0.45,135,32.34,16,10,30
6,0.41,135,31.36,0,8,33
5,0.38,135,31.36,13,11,31
6,0.34,135,31.36,16,6,30
6,0.33,134,31.36,18,11,31
5,0.33,134,31.85,15,11,30
5,0.27,135,32.83,18,9,30
6,0.2,135,31.85,0,11,30
5,0.22,135,31.36,16,4,30
6,0.2,135,31.36,17,8,30
5,0.15,136,32.34,18,6,32
6,0.13,135,31.85,18,6,30
6,0.09,135,31.36,19,10,31
8,0.09,135,31.36,18,5,30
6,0.03,135,31.85,16,5,31
8,0.07,136,31.36,17,10,29
5,0.01,136,31.36,17,13,30
5,0,136,31.85,1,6,29
5,0,136,30.38,17,9,30
6,0,136,31.36,17,7,30
5,0,136,31.36,1,12,30
7,0,136,31.36,17,8,30
6,0,136,31.85,19,7,32
8,0,136,31.36,17,12,31
7,0.03,136,31.85,18,8,29
5,0.02,137,31.36,0,11,29
6,0,136,32.34,18,9,30
6,0.02,137,31.36,16,9,29
7,0.02,137,31.36,19,6,31
7,0,136,31.36,15,8,30
5,0.02,136,31.36,19,8,30
6,0.06,136,31.36,16,12,31
3,0,137,31.36,16,8,31
7,0.02,137,30.38,17,7,30
6,0.04,136,31.36,15,10,31
6,0.01,137,31.36,15,6,31
7,0.02,137,31.36,16,8,31
9,0.02,137,31.36,7,4,32
5,0.04,137,31.85,17,10,31
4,0.05,137,31.36,13,11,28
7,0.1,138,31.36,12,9,29
7,0.06,137,31.85,16,10,33
7,0.04,137,31.36,9,2,31
6,0.06,137,31.85,14,14,31
6,0.08,138,32.34,13,7,29
5,0.08,138,31.36,13,5,32
6,0.02,138,31.36,8,13,31
6,0.02,138,30.87,8,9,31
8,0.02,138,31.85,5,13,31
7,0.03,138,31.36,6,11,30
8,0.09,138,31.36,5,5,30
7,0.07,138,31.36,4,10,32
6,0.02,138,31.36,3,9,30
8,0.02,139,31.36,10,7,27
5,0.06,138,30.87,4,40,30
10,0.04,139,31.36,5,9,32
5,0.03,139,31.85,4,12,30
7,0.05,139,31.36,4,6,30
7,0.07,139,31.85,4,8,34
3,0.05,140,30.87,7,8,30
8,0.05,139,31.36,7,41,31
11,0.02,139,31.36,4,8,31
9,0,139,32.34,4,6,31
7,0,139,31.36,3,11,30
4,0.02,140,31.85,1,8,31
7,0.01,140,31.36,3,11,31
6,0,140,31.85,2,8,31
5,0,140,31.85,5,11,30
7,0,140,31.36,3,6,32
7,0,140,31.36,1,9,30
7,0,140,30.38,8,11,34
8,0.01,140,31.85,3,6,30
8,0.06,140,31.36,4,10,32
7,0.05,141,32.34,0,12,29
7,0,141,30.38,1,9,30
7,0,141,31.36,0,10,29
6,0,140,31.36,0,10,30
7,0,140,30.38,0,9,29
5,0,140,30.87,0,10,30
8,0,141,31.85,0,9,31
3,0,141,31.85,0,8,28
7,0,141,31.85,0,4,31
10,0,141,31.36,3,8,30
3,0.01,142,31.36,0,7,31
5,0,141,31.85,1,7,28
6,0,141,31.36,0,41,31
8,0,141,31.85,4,8,31
8,0,142,31.36,0,10,32
4,0.01,141,31.36,1,6,30
8,0.03,142,31.36,0,6,28
7,0,142,32.34,0,13,30
2,0,142,31.36,4,9,29
7,0.01,142,30.87,3,8,31
6,0.01,142,31.85,2,9,29
8,0,142,31.85,2,8,27
7,0.06,142,31.36,0,8,31
10,0.04,142,31.36,7,8,33
8,0,142,31.36,3,16,30
5,0.03,142,31.36,4,9,31
6,0.02,142,30.87,3,7,30
7,0.09,142,31.36,2,4,30
8,0.02,142,31.36,0,8,29
5,0.03,142,31.85,0,13,30
6,0,142,31.36,4,7,31
11,0.04,143,31.36,5,9,30
5,0.04,143,31.36,1,6,31
8,0.04,143,31.85,3,4,32
10,0.07,143,31.85,4,9,29
5,0.01,143,31.36,0,5,30
7,0.04,143,31.85,4,7,31
4,0.04,142,31.85,5,5,31
4,0.02,143,30.38,5,8,30
8,0.02,142,31.85,3,11,31
9,0,143,31.36,3,9,31
6,0.05,143,31.36,3,7,31
4,0.03,144,31.85,0,12,29
5,0.02,143,31.85,4,9,32
6,0,144,31.85,3,9,31
8,0.04,144,31.36,2,9,31
8,0.03,144,31.36,6,8,29
6,0.07,144,31.36,0,7,28
4,0.01,144,31.36,4,13,31
6,0.01,144,31.85,5,10,32
2,0.02,144,31.36,5,7,30
5,0.02,144,31.36,3,10,31
8,0,144,31.85,5,8,28
6,0.05,144,32.34,5,9,31
5,0,144,31.36,11,8,31
6,0.04,144,31.85,4,9,33
0,0,144,31.36,6,2,31
5,0,144,31.36,5,3,31
7,0.02,144,31.36,4,10,30
6,0,144,32.34,6,17,32
8,0,145,32.34,0,10,32
8,0.02,145,31.36,1,8,30
7,0,145,31.36,6,5,31
6,0,145,31.36,5,9,31
9,0.01,145,30.87,1,9,31
5,0.02,144,31.36,5,11,30
2,0.03,144,31.85,5,9,32
9,0.05,144,31.36,7,9,29
8,0,145,31.36,6,10,30
8,0.03,144,31.36,3,11,33
7,0,147,31.85,4,12,29
6,0.01,144,33.32,3,10,33
8,0,144,31.36,4,7,30
5,0,143,31.36,2,10,30
3,0.05,144,30.38,7,9,32
7,0.02,143,31.36,6,12,30
7,0.05,140,31.85,7,8,31
11,0.06,143,31.36,5,12,31
7,0,143,30.38,4,8,30
10,0.01,142,31.36,1,9,29
6,0.04,141,31.36,0,11,29
6,0.01,141,31.36,7,11,27
7,0,144,30.87,3,10,30
6,0.01,140,31.36,7,7,32
6,0,140,31.36,3,8,31
4,0.01,141,33.32,6,9,30
12,0.04,142,31.36,0,9,34
4,0,140,31.36,7,9,31
4,0.01,137,32.34,7,11,33
12,0.02,139,31.85,9,9,31
5,0.02,138,30.87,10,10,33
8,0,135,31.85,5,9,31
7,0.09,133,31.85,3,9,31
8,0.03,133,31.85,0,7,28
4,0.05,135,31.36,0,11,31
7,0.01,133,31.85,0,12,29
9,0.02,133,31.36,0,13,30
2,0.03,137,31.85,0,10,31
8,0,144,31.36,0,6,30
5,0,142,31.36,0,9,31
6,0,143,31.36,0,9,27
4,0.01,149,31.36,0,7,30
11,0,148,31.36,0,8,30
11,0.04,143,31.36,0,9,32
7,0,136,31.36,2,9,31
6,0,138,31.36,0,10,31
6,0.01,138,31.85,4,11,30
7,0,133,31.36,6,10,34
4,0,137,30.38,7,10,31
7,0.02,141,31.85,7,12,32
0,0.03,144,31.36,4,11,33
5,0.02,145,31.85,0,10,31
2,0,145,30.38,5,11,29
15,0,152,31.36,0,10,31
2,0,150,31.85,0,6,32
7,0,155,31.36,0,9,32
8,0,161,30.38,8,11,32
10,0,172,31.36,0,21,29
8,0.05,182,31.36,5,14,31
9,0.01,174,31.85,0,10,33
9,0.01,183,31.85,3,9,31
7,0,197,31.36,0,11,30
5,0,209,31.85,0,3,31
4,0.02,212,31.85,0,13,31
12,0.01,214,30.38,0,12,32
1,0.02,236,31.36,7,9,31
6,0,233,31.36,1,11,30
8,0,229,31.36,5,8,31
10,0.02,229,31.36,3,8,31
5,0.03,234,31.36,3,12,31
8,0.03,234,31.36,5,14,30
6,0.05,234,31.85,0,11,32
7,0.06,235,31.85,3,13,31
6,0.01,235,31.36,3,9,31
4,0,235,31.36,9,10,34
2,0,236,31.36,3,7,30
3,0.04,236,31.85,3,12,30
7,0.03,236,31.36,2,10,32
6,0,237,31.85,4,12,33
5,0.02,237,31.36,5,10,36
7,0.09,237,31.36,4,12,31
9,0,238,31.85,1,9,31
5,0,238,31.36,4,9,31
9,0.04,239,31.36,0,13,31
4,0.04,239,31.36,0,7,30
7,0.04,240,33.32,1,9,30
14,0.03,240,31.85,4,11,32
10,0,241,31.36,0,7,31
1,0,241,31.85,4,8,30
15,0.02,241,31.85,0,9,30
9,0,240,31.85,0,8,29
8,0.02,241,31.85,0,8,31
0,0.05,241,31.85,1,8,30
8,0.06,241,31.36,1,2,29
6,0,242,31.85,6,7,31
2,0,242,31.36,7,41,29
12,0.05,242,31.36,9,7,31
8,0.01,242,31.85,6,4,30
6,0.09,242,31.36,6,6,31
8,0.01,243,31.36,0,12,30
0,0.03,243,30.87,1,5,30
13,0.09,243,30.87,5,7,30
4,0.01,243,31.36,0,5,30
4,0,243,31.36,0,4,32
7,0.01,243,32.34,1,10,31
8,0,244,31.36,0,2,27
5,0.02,244,31.85,1,5,30
4,0,244,31.36,0,4,31
7,0.01,244,30.38,1,2,31
3,0,244,31.85,0,6,30
7,0,244,31.36,0,39,32
11,0,245,31.85,0,6,31
4,0.04,245,31.85,0,5,32
8,0.04,246,31.85,1,3,29
12,0.02,246,30.87,0,7,34
8,0.03,246,34.3,0,4,33
7,0.05,246,31.36,0,6,32
13,0.02,247,31.36,0,39,29
10,0.04,249,31.36,0,4,31
7,0.03,245,32.34,0,12,32
6,0.09,245,31.85,0,41,32
9,0.1,244,31.85,0,41,31
8,0.12,244,31.36,0,41,31
8,0.12,240,32.34,0,37,30
6,0.13,228,31.85,0,35,30
9,0.14,225,31.36,0,35,30
1,0.13,211,30.87,0,41,30
9,0.14,168,31.36,0,35,29
5,0.14,142,31.85,0,28,31
10,0.16,146,31.36,0,23,30
8,0.17,145,31.85,0,27,31
6,0.19,139,31.36,0,33,30
8,0.19,140,31.85,0,23,30
7,0.2,141,31.85,0,26,30
11,0.23,142,32.34,0,0,31
7,0.27,137,31.36,0,0,29
8,0.3,137,31.85,0,0,26
10,0.3,137,31.85,0,0,30
10,0.33,132,31.85,0,0,31
8,0.27,127,31.85,0,0,30
3,0.32,121,31.36,0,0,31
6,0.25,119,32.34,0,0,31
6,0.3,120,31.85,0,0,30
6,0.3,118,31.85,0,0,29
8,0.32,119,31.36,0,0,30
5,0.33,121,31.85,0,0,30
7,0.3,127,31.85,0,0,31
8,0.37,132,31.36,0,0,30
4,0.34,134,31.36,1,0,28
7,0.34,144,31.36,0,0,30
6,0.29,145,31.85,0,0,31
10,0.36,151,31.85,0,0,28
5,0.41,153,31.36,0,0,32
8,0.38,160,31.36,0,0,29
7,0.38,169,31.85,0,0,31
9,0.36,175,31.36,0,0,26
2,0.44,189,30.38,0,0,32
9,0.39,198,31.85,0,0,31
10,0.48,214,31.85,0,0,28
8,0.48,224,31.85,0,0,30
4,0.45,236,31.36,0,0,32
9,0.53,259,31.85,0,0,30
12,0.58,265,31.36,0,0,30
6,0.59,272,31.36,0,0,30
7,0.62,273,31.36,0,0,31
7,0.63,280,31.85,0,0,32
7,0.71,284,31.36,0,0,31
6,0.68,287,31.85,0,0,29
9,0.65,289,31.36,0,0,31
8,0.66,292,31.36,0,0,31
4,0.68,295,31.36,0,0,32
5,0.7,297,31.36,0,0,30
8,0.67,300,31.85,0,0,36
9,0.68,301,31.85,0,0,30
7,0.72,302,30.38,0,0,30
9,0.69,304,31.85,0,0,28
3,0.7,304,31.85,0,0,31
8,0.74,306,31.85,0,0,30
9,0.75,306,31.36,0,0,30
6,0.75,308,31.36,0,0,29
6,0.77,309,31.36,0,0,31
9,0.79,311,31.36,0,0,30
5,0.83,312,31.85,0,0,30
0,0.81,313,31.85,0,0,30
8,0.85,314,31.85,0,0,30
8,0.82,315,31.36,0,0,30
5,0.86,315,32.83,0,0,34
8,0.87,316,31.85,0,0,31
5,0.88,315,31.36,0,0,31
10,0.91,316,31.85,0,0,31
6,0.94,317,31.36,0,0,30
8,0.92,318,31.36,2,0,28
8,0.95,318,32.34,7,0,31
8,0.94,320,31.85,3,0,30
2,0.97,320,31.85,3,0,30
1,1.03,320,31.85,5,0,30
10,0.99,321,31.85,5,0,32
6,0.95,323,32.34,6,0,30
4,1,322,31.36,2,0,29
8,1.04,323,31.36,1,0,31
8,1.04,323,30.87,6,0,30
5,1.06,324,31.36,4,0,29
6,1.06,325,31.85,5,0,30
8,1.07,326,31.85,12,0,33
9,1.09,326,31.36,4,0,30
12,1.15,327,31.85,1,0,30
6,1.09,328,31.85,6,0,30
8,1.11,328,32.83,4,0,30
6,1.1,329,31.36,5,0,32
9,1.11,331,31.36,5,0,31
7,1.11,332,31.36,1,0,30
9,1.08,333,33.32,1,0,32
8,1.12,335,31.85,0,0,30
6,1.04,336,31.85,0,0,28
8,1.09,336,31.85,0,0,30
5,1.09,338,31.36,0,0,33
5,1.1,338,31.85,1,0,31
8,1.13,339,31.85,0,0,31
8,1.13,339,31.36,0,0,32
10,1.13,339,31.36,0,0,30
8,1.14,340,31.36,0,0,32
8,1.1,341,31.85,0,0,31
6,1.19,341,32.34,0,0,32
8,1.18,341,31.36,0,0,31
8,1.16,342,31.36,0,0,30
4,1.17,341,31.85,0,0,32
9,1.17,342,31.85,0,0,31
4,1.17,342,31.36,0,0,31
8,1.17,343,31.85,0,0,31
6,1.18,343,31.36,0,0,32
9,1.2,343,32.34,0,0,29
6,1.19,343,32.34,0,0,31
12,1.14,343,31.36,0,0,31
7,1.17,344,31.36,0,0,32
6,1.21,344,31.85,0,0,29
4,1.17,345,31.36,0,0,30
4,1.19,345,31.36,0,0,30
5,1.26,345,31.36,0,0,32
2,1.19,345,31.85,0,0,30
8,1.24,347,31.36,0,0,27
4,1.26,349,31.85,0,0,31
18,1.26,347,31.85,0,0,33
8,1.26,347,31.36,0,0,29
9,1.27,348,31.36,0,0,30
13,1.26,348,31.36,0,0,30
8,1.27,349,30.38,0,0,30
6,1.27,350,31.36,0,0,31
8,1.28,351,31.36,0,0,30
9,1.32,351,31.36,0,0,31
3,1.32,351,31.36,0,0,29
8,1.31,352,31.36,0,0,31
9,1.37,352,31.85,0,0,30
9,1.35,352,31.36,0,0,29
8,1.38,348,31.36,0,0,30
10,1.38,298,31.36,0,0,29
0,1.35,270,32.83,0,0,30
8,1.35,260,31.85,0,0,30
12,1.35,256,31.85,0,0,30
9,1.38,241,32.34,0,0,26
8,1.38,237,32.34,0,0,30
10,1.37,234,31.85,0,0,30
8,1.35,231,31.36,0,0,30
8,1.36,219,31.85,0,0,30
6,1.39,204,31.36,0,0,32
8,1.38,200,31.36,0,0,31
7,1.38,192,31.85,0,0,29
8,1.39,183,31.85,0,0,31
8,1.37,178,30.38,0,0,31
7,1.38,185,31.85,0,0,33
10,1.38,188,31.36,0,0,31
9,1.39,180,31.36,0,0,29
0,1.38,181,31.85,0,0,29
8,1.38,181,31.36,0,0,31
9,1.39,182,31.85,0,0,29
8,1.41,178,31.36,0,0,31
5,1.4,177,31.36,0,0,32
8,1.42,187,31.85,0,0,30
8,1.43,187,31.85,0,0,29
7,1.43,184,31.36,0,0,32
16,1.41,183,32.34,1,0,31
4,1.43,189,31.85,0,0,29
7,1.38,191,31.36,0,0,31
7,1.42,180,31.36,0,0,28
9,1.42,179,31.85,0,0,31
10,1.43,178,31.36,0,0,30
6,1.38,174,31.36,0,0,32
11,1.4,164,32.34,0,0,30
6,1.41,159,31.36,0,0,31
8,1.42,164,31.85,0,0,31
6,1.42,162,31.85,0,0,31
6,1.42,160,32.83,0,0,29
7,1.38,161,31.36,0,0,31
8,1.41,166,31.36,0,0,29
6,1.42,169,31.36,0,0,31
2,1.42,165,31.85,0,0,29
6,1.42,170,31.85,0,0,31
8,1.42,171,32.34,0,0,30
7,1.42,172,31.85,0,0,29
9,1.42,169,31.36,0,0,31
6,1.44,173,32.34,0,0,30
5,1.43,180,31.36,0,0,31
8,1.49,179,30.87,0,0,30
5,1.45,175,31.36,0,0,32
7,1.43,173,31.36,0,0,32
9,1.45,180,31.85,0,0,30
8,1.42,182,31.85,0,0,31
6,1.45,176,31.85,0,0,30
5,1.42,181,30.87,0,0,31
8,1.45,183,31.85,0,0,30
6,1.49,190,31.36,0,0,30
13,1.45,181,31.85,0,0,30
8,1.45,180,31.85,0,0,30
7,1.43,190,31.85,0,0,30
11,1.47,189,31.85,0,0,30
6,1.45,187,31.85,0,0,28
11,1.44,179,32.34,0,0,30
9,1.45,187,32.34,0,0,32
4,1.45,195,31.85,0,0,31
10,1.43,198,31.36,0,0,27
8,1.45,216,32.34,0,0,30
8,1.46,298,32.34,0,0,30
3,1.47,322,31.85,0,0,30
4,1.44,333,31.36,0,0,31
7,1.45,341,32.34,0,0,30
0,1.47,351,31.85,0,0,30
8,1.49,356,31.36,0,0,31
3,1.42,358,31.85,0,0,30
9,1.45,362,30.87,0,0,31
9,1.46,366,31.85,0,0,31
8,1.48,370,31.36,0,0,31
8,1.49,373,30.38,0,0,31
6,1.49,376,31.36,3,0,30
9,1.48,378,32.34,0,0,31
7,1.48,379,31.36,0,0,28
9,1.49,381,32.34,0,0,31
7,1.49,383,31.85,0,0,33
9,1.52,386,31.85,0,0,30
9,1.49,388,31.36,0,0,32
8,1.48,390,31.85,0,0,28
8,1.47,393,31.85,0,0,31
8,1.49,396,31.85,0,0,30
8,1.49,399,31.36,0,0,31
13,1.46,401,31.85,0,0,33
9,1.51,404,31.85,0,0,31
7,1.51,405,31.36,0,0,31
1,1.49,406,31.36,0,0,32
6,1.47,407,31.36,0,0,31
8,1.48,408,31.36,0,0,29
2,1.5,408,31.36,0,0,31
8,1.48,410,32.34,0,0,33
10,1.49,411,31.36,0,0,30
10,1.49,412,31.36,0,0,31
2,1.51,413,31.85,0,0,30
9,1.52,414,31.36,0,0,31
6,1.51,414,31.85,0,0,33
6,1.49,416,31.36,0,0,31
8,1.49,416,31.85,0,0,30
4,1.5,417,31.36,0,0,30
7,1.54,417,32.34,0,0,30
10,1.52,418,32.34,0,0,31
8,1.52,419,31.36,0,0,32
5,1.5,420,31.85,0,0,32
9,1.5,420,31.85,0,0,32
9,1.49,420,31.36,0,0,31
7,1.49,420,32.34,0,0,30
10,1.51,421,31.85,0,0,30
11,1.53,422,31.85,0,0,31
7,1.52,422,32.34,0,0,31
7,1.5,422,31.85,0,0,30
5,1.53,422,31.85,0,0,31
9,1.52,422,32.34,0,0,31
7,1.53,423,31.36,0,0,32
7,1.52,423,31.85,0,0,30
5,1.52,424,31.85,0,0,30
13,1.53,425,31.36,0,0,28
6,1.52,426,31.85,0,0,29
11,1.53,427,31.36,0,0,31
12,1.48,427,31.85,0,0,30
10,1.52,428,31.36,0,0,31
9,1.52,429,31.36,0,0,31
6,1.52,430,31.36,2,0,30
6,1.53,431,31.85,0,0,31
7,1.55,430,31.85,0,0,30
11,1.52,431,31.36,0,0,29
6,1.52,433,31.85,0,0,31
8,1.49,434,31.36,0,0,29
10,1.55,434,32.34,0,0,29
6,1.53,434,31.85,0,0,31
13,1.53,435,31.85,0,0,30
4,1.5,435,30.87,0,0,31
6,1.52,436,31.85,0,0,30
8,1.52,437,31.85,0,0,30
8,1.51,438,31.36,1,0,29
7,1.54,437,31.36,1,0,31
15,1.56,438,31.85,3,0,29
6,1.52,439,31.85,5,0,31
10,1.53,440,31.85,4,0,30
8,1.52,440,31.36,8,0,33
6,1.54,441,31.36,0,0,32
6,1.54,441,31.85,1,0,31
10,1.53,442,31.85,0,0,32
6,1.53,442,30.87,2,0,31
6,1.53,441,31.85,3,0,33
4,1.55,442,31.85,3,0,31
8,1.52,443,31.36,4,0,30
2,1.53,443,31.36,6,0,32
4,1.54,445,31.85,4,0,30
7,1.52,446,31.85,4,0,31
4,1.56,446,31.36,0,0,30
9,1.56,446,31.85,5,0,33
5,1.52,447,31.85,12,0,30
11,1.51,447,31.85,10,0,31
6,1.56,447,31.36,5,0,31
6,1.54,447,31.85,13,0,31
9,1.52,448,31.85,7,0,31
6,1.53,449,31.85,5,0,32
6,1.55,450,31.85,6,0,30
8,1.54,450,31.85,9,0,30
5,1.51,450,31.85,8,0,30
9,1.54,450,31.36,4,0,32
8,1.54,450,31.36,11,0,31
8,1.49,450,31.85,10,0,32
10,1.53,451,31.36,14,0,29
9,1.53,450,31.85,10,0,30
10,1.51,451,31.85,8,0,30
4,1.54,451,31.85,8,0,30
8,1.53,451,31.36,10,0,29
10,1.52,451,32.34,9,0,31
10,1.51,452,31.85,11,0,29
6,1.54,452,31.85,9,0,32
8,1.56,452,31.36,17,0,30
10,1.52,453,31.85,10,0,29
6,1.51,452,31.85,11,0,32
10,1.52,453,31.36,11,0,31
11,1.5,453,31.36,11,0,31
7,1.52,453,31.36,12,0,31
8,1.54,453,31.85,12,0,30
6,1.53,454,32.34,18,0,30
8,1.52,453,32.34,12,0,31
8,1.55,454,31.85,12,0,32
12,1.56,453,32.34,10,0,31
9,1.56,453,32.34,13,0,33
12,1.55,453,31.36,14,0,30
7,1.52,453,31.85,19,0,29
8,1.55,454,31.85,0,0,31
